Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer,School District,Year,,,
Invoice,1/13/17,INV16164,"Audio Enhancement Sentinel PAL System w/o Speakers or Speaker wires (kit) 3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 2 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3000-0456 CA-50 Amplifier power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft Cat6 Plenum w/Molded Boot - Black 1 each 3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each 3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each 3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL 1 each",3,"$1,040.00","$3,120.00",NV,Washoe County School District,Washoe County School District,2017,,,
Invoice,4/6/17,INV16425,Vivitek DW884ST Projector,5,$620.00,"$3,100.00",OR,Beaverton School District,Beaverton School District,2017,,,
Invoice,10/25/17,INV17058,"ActivPanel 70"" V5 - 1 x Pen, Vesa Mount & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,100.00","$3,100.00",WA,Pathfinder Kinder Center,Mukilteo School District 6,2017,,,
Invoice,5/3/17,INV16500,P12 Laser Touch WXGA UST Projector with Mount. 3700 Lumens,1,"$3,099.00","$3,099.00",CA,West Covina Unified School District,West Covina Unified School District,2017,,,
Invoice,11/1/17,INV17075,BoxLight Cambridge X37NST Projector XGA short-throw. 3700-lumens. (wireless optional),3,"$1,031.00","$3,093.00",NV,Spanish Springs Elementary School,Washoe County School District,2017,,,
Invoice,8/21/17,INV16816,Certified Professional Installation of Customer Supplied Epson Projectors on drywall above whiteboards with cable kits,6,$510.00,"$3,060.00",WA,Open Window School,PRIVATE,2017,,,
Invoice,11/9/17,INV17104,"Philips 65"" Prosumer (16/7) D-LED, 1920X1080, 350 cd/m2, Landscape only, Dual HDMI inputs, DP/DVI/VGA Daisy Chain (input and Output), OPS, Multiple Video/Audio USB thumb drive Auto-Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Failover on All inputs (including USB and RJ45), USB Port Disable, Network Auto-Restore, Wake-up on LAN, SmartCMS, SmartBrowser, Smart Control, IR Pass through and IP Loop through, Smart Insert, Edge alignment plate, Color Calibration Tool Option, 3 Year Warranty (3 year advanced exchange)",2,"$1,517.00","$3,034.00",WA,Lakewood School District 306,Lakewood School District 306,2017,,,
Invoice,8/17/17,INV16807,"***ACT DEMO*** BoxLight Version 1- 1080P 70"" Interactive Panel with Rainier IFPD MOB Cart with Whiteboard wings. Sold as is, and panel and cart have been tested and have no known issues.",1,"$3,000.00","$3,000.00",WA,Anacortes School District 103,Anacortes School District 103,2017,,,
Invoice,7/6/17,INV16709,"Audio Enhancement TearDrop Microphone Kit - Teacher Mic Kit - Includes teardrop mic, 1 AA Battery, and Charger (KIT)",20,$150.00,"$3,000.00",NV,Earl Wooster High School,Washoe County School District,2017,,,
Invoice,4/25/17,INV16471,Certified Professional Installation of ActivPanels on mobile carts (Eric Pagano to install),6,$500.00,"$3,000.00",CA,Liberty Elementary School,Liberty Elementary School District,2017,,,
Invoice,2/14/17,INV16281,"Woodin- Room 25-Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse. Room 29- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse. Room 30-Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse. Room 33- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",4,$750.00,"$3,000.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,5/2/17,INV16493,P12 Laser Touch Projector WXGA UST. 3700 lumens **Digital Edge Contract ESD112-DE-16A**,1,"$2,999.25","$2,999.25",WA,Renton Technical College,COLLEGE,2017,,,
Invoice,12/14/17,INV17212,"ActivWall 102"" PROMO ActivWall 102 Bundle - Activwall 102"" system with speakers, SSID projector, Classflow Connect & 4 x digital pen Each ActivWall 102” system includes a display, solid-state projector, mounting hardware, a ClassFlow Connect device and ClassFlow",1,"$2,999.00","$2,999.00",CA,Brea Olinda High School,Brea-Olinda Unified School District,2017,,,
Invoice,2/10/17,INV16242,N12 WXGA 4000 lumens Ultra Short Throw Projector with mount. Bulb.,2,"$1,499.00","$2,998.00",CA,Huntington Christian School,PRIVATE,2017,,,
Invoice,5/22/17,INV16562,"Philips 65"" Prosumer (16/7) D-LED, 1920X1080, 350 cd/m2, Landscape only, Dual HDMI inputs, DP/DVI/VGA Daisy Chain (input and Output), OPS, Multiple Video/Audio USB thumb drive Auto-Playback, 7-event Day-part Scheduling on All inputs (including USB and RJ45), Failover on All inputs (including USB and RJ45), USB Port Disable, Network Auto-Restore, Wake-up on LAN, SmartCMS, SmartBrowser, Smart Control, IR Pass through and IP Loop through, Smart Insert, Edge alignment plate, Color Calibration Tool Option, 3 Year Warranty (3 year advanced exchange)",2,"$1,499.00","$2,998.00",CA,Oxnard School District,Oxnard School District,2017,,,
Invoice,8/15/17,INV16791,Safari Montage Additional Schlessinger Media K-8 Content Package,6,$495.00,"$2,970.00",WA,Bremerton School District 100-C,Bremerton School District 100-C,2017,,,
Invoice,2/21/17,INV16302,BoxLight Lamps4life-EDU - Warranty. Boxlight will exchange the lamp for the life of the projector!,30,$99.00,"$2,970.00",WA,Mukilteo School District 6,Mukilteo School District 6,2017,,,
Invoice,3/9/17,INV16342,"70in LED LCD Public Display Monitor 1920x1080 (FHD) Black with full AV function, Option Slot (OPS only), RS-232/LAN bidirectional control, HDMI x 2, DVI, VGA, DisplayPort connections, Integrated speakers, 3 Year Warranty, Stand not included",1,"$2,949.00","$2,949.00",NV,Washoe County School District,Washoe County School District,2017,,,
Invoice,8/21/17,INV16810,Vivitek DU5671,1,"$2,925.00","$2,925.00",WA,Lake Washington School District 414,Lake Washington School District 414,2017,,,
Invoice,2/16/17,INV16297,Installation,3,$967.00,"$2,901.00",CA,Snowline Joint Unified School District,Snowline Joint Unified School District,2017,,,
Invoice,6/28/17,INV16685,"BoxLight Rainier IFPD-MOB Motorized height adjustable mobile cart. For use with interactive panels up to 84"". Includes mobile base, adjustable column, wired remote, and visa plate",2,"$1,450.00","$2,900.00",WA,Assumption-St. Bridget School,Private,2017,,,
Invoice,8/29/17,INV16853,"Reconfigure projector cabling and audio systems in rooms 111, 112, 114 and 117. Relocate speakers to fit space and move cables to teacher location.",4,$725.00,"$2,900.00",WA,Evergreen Junior High School,Lake Washington School District 414,2017,,,
Invoice,9/13/17,INV16907,"Installation of two 65"" Philips TV's with Mount, Chromebit and Cabling to mirror both TV's. Installation of 2 Power Drops behind each TV. *******District will be providing a mobile lift to use during the installation.",1,"$2,900.00","$2,900.00",CA,Quail Valley Middle School,Snowline Joint Unified School District,2017,,,
Invoice,10/30/17,INV17070,"Certified Professional Installation of ActivBoard 10 Touch 88, Mount and Projector, SoundBar and HDMI Kit. Customer will have wall spaced cleared of any items that will get in the way of install (including the removal of any existing whiteboards).",3,$950.00,"$2,850.00",CA,Robertson High School,Fremont Unified School District,2017,,,
Invoice,7/13/17,INV16721,Certified Professional Installation- Install existing 75” Vizio TV in F3 Install IR Cable to Vizio to existing Extron Controller in F3 Install (4) IR Cables to existing TV’s and Apple TV in F5 Programming existing Extron Controller ***Antelope Valley ROP rooms F3-F5*** ***DigitalEdge Contract #ESD112-DE-16A***,1,"$2,835.00","$2,835.00",CA,Antelope Valley High School District,Antelope Valley High School District,2017,,,
Invoice,3/31/17,INV16409,"Install used Promethean system from Capital projects warehouse in rooms D-4, D-5,D-2,D-1, B-1,B-10 & B-12. No Warranty on system. Labor only",7,$405.00,"$2,835.00",NV,Edward W Van Gorder Elem Sch,Washoe County School District,2017,,,
Invoice,11/30/17,INV17165,"Frank Love El rooms Lib, 12, P9, 4 and 6- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",5,$565.00,"$2,825.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,11/30/17,INV17168,"Inglemoor High rooms 202, 708, 709, 902 and 926- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",5,$565.00,"$2,825.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,11/30/17,INV17169,"Kenmore El rooms 10, 11, 14, 15 and music-Remove projector and Activboard. Install new interactive panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",5,$565.00,"$2,825.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,11/30/17,INV17172,"Maywood Hills El rooms 21, 48, 49, P50 and P57- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",5,$565.00,"$2,825.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,11/30/17,INV17171,"Removed room 615 and the main office conference room Leota Middle rooms 720, P9, P6, P5, and 714- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",5,$565.00,"$2,825.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,11/30/17,INV17176,"Westhill El rooms 11, 15, 16, P3 and P4- Remove projector and Activboard. Install new 70"" panel and update cables to new wall plate. Run rca to 3.5 cable from panel to amp for sound. Take board and projector to warehouse.",5,$565.00,"$2,825.00",WA,Northshore School District 417,Northshore School District 417,2017,,,
Invoice,5/23/17,INV16579,Hitachi CP-A100 Projector Lamp,20,$140.00,"$2,800.00",WA,Moses Lake School District 161,Moses Lake School District 161,2017,,,
Invoice,3/16/17,INV16374,ActiView 324 Visual Presenter,5,$559.00,"$2,795.00",,USDA Forest Service,COMPANY,2017,,,
Invoice,11/9/17,INV17106,Epson PowerLite 685W Projector,2,"$1,390.00","$2,780.00",CA,Life Academy,Oakland Unified School District,2017,,,
Invoice,12/31/17,INV17045,Audio Enhancement Mini Media System - 2 Ceiling Speakers (kit),6,$450.00,"$2,700.00",WA,Skyline Communications,COMPANY,2017,,,
Invoice,5/16/17,INV16546,BoxLight P12 Laser Pen WXGA Ultra Short Throw Projector. 3700 lumens,1,"$2,699.25","$2,699.25",WA,Renton Technical College,COLLEGE,2017,,,
Invoice,5/31/17,INV16618,BoxLight P12 Laser Pen WXGA Ultra Short Throw Projector. 3700 lumens **Digital Edge Contract ESD112-DE-16A**,1,"$2,699.25","$2,699.25",WA,Renton Technical College,COLLEGE,2017,,,
Invoice,9/18/17,INV16925,BoxLight Cambridge WX36N WXGA standard-throw. 3600 lumens,3,$893.00,"$2,679.00",CA,Dinuba Unified School District,Dinuba Unified School District,2017,,,
Invoice,6/13/17,INV16650,"Clear Touch 65"" H+ Series Interactive Panel with USB HID / AGG / 10 Points of Touch",1,"$2,622.00","$2,622.00",CA,Marin County Office of Education,EDUCATIONAL SERVICES,2017,,,
Invoice,1/13/17,INV16165,"Audio Enhancement Sentinel Alert System w/4 Ceiling Speakers (kit) 3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 1 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each 3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft Cat6 Plenum w/Molded Boot – Black 1 each 3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 1 each 3200-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1 each 3300-0043 Speaker CS-12 Tile Bridges for Ceiling Plenum Speaker 4 each 3300-0044 Speaker CS-12 Ceiling Speaker with Plenum Rated Back can 4 each 3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled – NBL 1 each",2,"$1,310.00","$2,620.00",NV,Bud Beasley Elementary School,Washoe County School District,2017,,,
Invoice,1/25/17,INV16199,"HoverCam Ultra 8 Document Camera HDMI, VGA, SuperSpeed USB 3.0 Connectors",6,$435.53,"$2,613.18",OR,Helena School District 1,Helena School District 1,2017,,,
Invoice,5/30/17,INV16602,HoverCam Solo 8,8,$326.55,"$2,612.40",WA,Mukilteo School District 6,Mukilteo School District 6,2017,,,
Invoice,7/31/17,INV16740,Clear Touch CTI-STAND-FIXM: Fixed Mobile Stand,4,$650.00,"$2,600.00",WA,Lake Washington School District 414,Lake Washington School District 414,2017,,,
Invoice,8/30/17,INV16870,Installation,4,$650.00,"$2,600.00",WA,Lake Washington School District 414,Lake Washington School District 414,2017,,,
Invoice,6/12/17,INV16639,Audio Enhancement Sentinel XD System Pal - 4 Ceiling Speakers (KIT),2,"$1,300.00","$2,600.00",NV,Damonte Ranch High School,Washoe County School District,2017,,,
Invoice,5/5/17,INV16508,"Projector Upgrade - Includes DLP short throw projector and upgrade kit. Compatible with 78"" ActivBoards on Adjustable V2 systems",4,$650.00,"$2,600.00",NV,Sparks Middle School,Washoe County School District,2017,,,
Invoice,8/28/17,INV16845,"ActivBoard 10Touch Range 88"" Dry Erase electronic interactive whiteboard. ActivInspire Professional Edition available FOC. Also includes bracket kit.",2,"$1,299.00","$2,598.00",CA,Laton Elementary School,Laton Joint Unified,2017,,,
Invoice,9/5/17,INV16880,"Audio Enhancement Sentinel Alert System PAL w/4 Wall Speakers (kit) 3010-0100 Power Supply Switching for the Achiever, Ultimate III, Elite II, MS400, GL300 and IR Receiver 1 each 3120-0001 Battery Panasonic rechargeable nickel metal hydride AA battery (orange) 2 each 3110-0014 Charger Wall Mount Mic Charger - AEBC-09 1 each 3000-0456 CA-50 Amplifier (Power Supply 3010-0100 Sold Separately) 1 each 1300-1233 Cable - 50ft Cat6 Plenum w/Molded Boot - Black 1 each 3200-0003 Cable Wire Speaker 50 ft tinned plenum rated speaker wire 1 each 3200-0002 Cable Wire Speaker 75 ft tinned plenum rated speaker wire 1 each 3300-0003 Speaker White Wall Speaker - WS-09 4 each 3100-0076 Microphone New Micro Infrared Handheld Microphone 1 each 3400-0018 Dome Receiver IR-Satellite TLD100 with adapter 1 each 3100-0072 Microphone - AE Infrared Tear-Drop Microphone - Safe Enabled - NBL 1 each",2,"$1,295.00","$2,590.00",CA,Highland High School,Antelope Valley High School District,2017,,,
Invoice,5/12/17,INV16538,"Vivitek D5010-WNL Projector: 6000 lumens and 2000:1 contrast ratio, XGA, Connectivity options: HDMI v1.3, DVI-D, VGA-In, BNC, Component, S-Video, Composite",1,"$2,546.25","$2,546.25",NV,North Valleys High School,Washoe County School District,2017,,,
Invoice,9/13/17,INV16912,"BoxLight ECO X32NST 3200 lumens, XGA 1024x768. HDMI, 2 VGA, S-Vid, Component. L4L eligible Does not include Mount",4,$629.00,"$2,516.00",NV,Spanish Springs High School,Washoe County School District,2017,,,
Invoice,11/6/17,INV17095,"Change Order Relocate 2 projectors, smart boards and white board in rooms 112 and 114 to the adjacent wall for the optimal learning layout in the new room configuration.",1,"$2,500.00","$2,500.00",WA,Evergreen Junior High School,Lake Washington School District 414,2017,,,
